"","game_date","time","home","guest","home_score","guest_score","date","hour","1","X","2","advantage","winner"
"1481","2017-03-25","02:00","Washington Wizards","Brooklyn Nets",129,108,"24/03/2017","20:15",1.8,9,1.8,-11,"1.0"
"1482","2017-03-25","02:30","Boston Celtics","Phoenix Suns",130,120,"24/03/2017","08:25",1.8,9,1.8,-15,"2"
"1483","2017-03-25","02:30","Boston Celtics","Phoenix Suns",130,120,"24/03/2017","17:50",1.8,9,1.8,-16,"2"
"1484","2017-03-25","03:00","Milwaukee Bucks","Atlanta Hawks",100,97,"24/03/2017","08:25",1.8,9,1.8,-6,"2"
"1485","2017-03-25","05:30","Golden State Warriors","Sacramento Kings",114,100,"24/03/2017","08:30",1.8,9,1.8,-18,"2"
"1486","2017-03-25","22:30","LA Clippers","Utah Jazz",108,95,"25/03/2017","11:20",1.8,9,1.8,-4,"1.0"
"1487","2017-03-25","22:30","LA Clippers","Utah Jazz",108,95,"25/03/2017","17:05",1.8,9,1.8,-5,"1.0"
"1488","2017-03-25","22:30","LA Clippers","Utah Jazz",108,95,"25/03/2017","19:00",1.8,9,1.8,-6,"1.0"
"1489","2017-03-25","22:30","LA Clippers","Utah Jazz",108,95,"25/03/2017","20:00",1.8,9,1.8,-5,"1.0"
"1490","2017-03-25","22:30","LA Clippers","Utah Jazz",108,95,"25/03/2017","22:30",1.8,9,1.8,-4,"1.0"
"1491","2017-03-25","02:00","Indiana Pacers","Denver Nuggets",117,125,"24/03/2017","08:25",1.8,9,1.8,-2,"2"
"1492","2017-03-25","02:00","Charlotte Hornets","Cleveland Cavaliers",105,112,"24/03/2017","08:15",1.8,9,1.8,3,"2"
"1493","2017-03-25","02:00","Charlotte Hornets","Cleveland Cavaliers",105,112,"24/03/2017","20:10",1.8,9,1.8,4,"2"
"1494","2017-03-25","03:00","Houston Rockets","New Orleans Pelicans",117,107,"24/03/2017","08:25",1.8,9,1.8,-7,"1.0"
"1495","2017-03-25","03:00","Houston Rockets","New Orleans Pelicans",117,107,"24/03/2017","18:00",1.8,9,1.8,-8,"1.0"
"1496","2017-03-25","03:00","Chicago Bulls","Philadelphia 76ers",107,117,"24/03/2017","08:25",1.8,9,1.8,-6,"2"
"1497","2017-03-25","03:00","Chicago Bulls","Philadelphia 76ers",107,117,"24/03/2017","20:10",1.8,9,1.8,-7,"2"
"1498","2017-03-25","05:30","Los Angeles Lakers","Minnesota Timberwolves",130,119,"24/03/2017","08:30",1.8,9,1.8,6,"1.0"
"1499","2017-03-26","20:00","Atlanta Hawks","Brooklyn Nets",92,107,"26/03/2017","08:55",1.8,9,1.8,-7,"2"
"1500","2017-03-26","20:00","Atlanta Hawks","Brooklyn Nets",92,107,"26/03/2017","19:50",1.8,9,1.8,-8,"2"
"1501","2017-03-26","22:30","Houston Rockets","Oklahoma City Thunder",137,125,"26/03/2017","08:55",1.8,9,1.8,-6,"1.0"
"1502","2017-03-26","22:30","Houston Rockets","Oklahoma City Thunder",137,125,"26/03/2017","22:10",1.8,9,1.8,-5,"1.0"
"1503","2017-03-26","22:30","Milwaukee Bucks","Chicago Bulls",94,109,"26/03/2017","08:55",1.8,9,1.8,-7,"2"
"1504","2017-03-26","22:30","Milwaukee Bucks","Chicago Bulls",94,109,"26/03/2017","22:25",1.8,9,1.8,-6,"2"
"1505","2017-03-26","20:00","Charlotte Hornets","Phoenix Suns",120,106,"26/03/2017","08:55",1.8,9,1.8,-12,"1.0"
"1506","2017-03-26","22:30","LA Clippers","Sacramento Kings",97,98,"26/03/2017","17:40",1.8,9,1.8,-13,"2"
"1507","2017-03-26","02:30","Cleveland Cavaliers","Washington Wizards",115,127,"25/03/2017","18:20",1.8,9,1.8,1,"2"
"1508","2017-03-26","02:30","Cleveland Cavaliers","Washington Wizards",115,127,"25/03/2017","20:25",1.8,9,1.8,2,"2"
"1509","2017-03-26","03:30","San Antonio Spurs","New York Knicks",106,98,"25/03/2017","18:20",1.8,9,1.8,-15,"2"
"1510","2017-03-26","03:30","Dallas Mavericks","Toronto Raptors",86,94,"25/03/2017","12:35",1.8,9,1.8,-1,"2"
"1511","2017-03-26","03:30","Dallas Mavericks","Toronto Raptors",86,94,"25/03/2017","18:20",1.8,9,1.8,-2,"2"
"1512","2017-03-26","03:30","Dallas Mavericks","Toronto Raptors",86,94,"25/03/2017","20:00",1.8,9,1.8,-1,"2"
"1513","2017-03-26","05:00","Portland Trail Blazers","Minnesota Timberwolves",112,100,"25/03/2017","12:45",1.8,9,1.8,-6,"1.0"
"1514","2017-03-26","05:00","Portland Trail Blazers","Minnesota Timberwolves",112,100,"25/03/2017","17:05",1.8,9,1.8,-7,"1.0"
"1515","2017-03-27","01:00","Boston Celtics","Miami Heat",112,108,"26/03/2017","17:40",1.8,9,1.8,-6,"2"
"1516","2017-03-27","01:00","Boston Celtics","Miami Heat",112,108,"26/03/2017","19:15",1.8,9,1.8,-5,"2"
"1517","2017-03-27","01:00","Boston Celtics","Miami Heat",112,108,"26/03/2017","23:15",1.8,9,1.8,-6,"2"
"1518","2017-03-27","03:00","Denver Nuggets","New Orleans Pelicans",90,115,"26/03/2017","09:00",1.8,9,1.8,-5,"2"
"1519","2017-03-27","03:00","Denver Nuggets","New Orleans Pelicans",90,115,"26/03/2017","23:15",1.7,9,1.9,-5,"2"
"1520","2017-03-27","03:00","Denver Nuggets","New Orleans Pelicans",90,115,"26/03/2017","13:55",1.7,9,1.9,-6,"2"
"1521","2017-03-27","03:00","Denver Nuggets","New Orleans Pelicans",90,115,"26/03/2017","17:55",1.7,9,1.9,-7,"2"
"1522","2017-03-27","01:00","Indiana Pacers","Philadelphia 76ers",107,94,"26/03/2017","08:55",1.8,9,1.8,-8,"1.0"
"1523","2017-03-27","01:00","Indiana Pacers","Philadelphia 76ers",107,94,"26/03/2017","23:20",1.8,9,1.8,-9,"1.0"
"1524","2017-03-27","03:00","Golden State Warriors","Memphis Grizzlies",106,94,"26/03/2017","09:00",1.8,9,1.8,-10,"1.0"
"1525","2017-03-27","03:00","Golden State Warriors","Memphis Grizzlies",106,94,"26/03/2017","17:20",1.8,9,1.8,-11,"1.0"
"1526","2017-03-27","04:30","Los Angeles Lakers","Portland Trail Blazers",81,97,"26/03/2017","09:00",1.8,9,1.8,6,"2"
"1527","2017-03-27","04:30","Los Angeles Lakers","Portland Trail Blazers",81,97,"26/03/2017","23:50",1.85,9,1.75,6,"2"
"1528","2017-03-27","04:30","Los Angeles Lakers","Portland Trail Blazers",81,97,"26/03/2017","22:00",1.85,9,1.75,7,"2"
"1529","2017-03-28","02:30","New York Knicks","Detroit Pistons",109,95,"27/03/2017","17:55",1.8,9,1.8,2,"1.0"
"1530","2017-03-28","03:30","Dallas Mavericks","Oklahoma City Thunder",91,92,"27/03/2017","07:10",1.8,9,1.8,1,"X"
"1531","2017-03-28","03:30","Dallas Mavericks","Oklahoma City Thunder",91,92,"27/03/2017","21:10",1.8,9,1.8,2,"1.0"
"1532","2017-03-28","05:30","Sacramento Kings","Memphis Grizzlies",91,90,"27/03/2017","18:00",1.7,20,1.7,6,"1.0"
"1533","2017-03-28","02:30","Toronto Raptors","Orlando Magic",131,112,"27/03/2017","07:10",1.8,9,1.8,-9,"1.0"
"1534","2017-03-28","02:30","Toronto Raptors","Orlando Magic",131,112,"27/03/2017","23:15",1.8,9,1.8,-8,"1.0"
"1535","2017-03-28","03:00","San Antonio Spurs","Cleveland Cavaliers",103,74,"27/03/2017","07:10",1.8,9,1.8,-4,"1.0"
"1536","2017-03-28","03:00","San Antonio Spurs","Cleveland Cavaliers",103,74,"27/03/2017","18:10",1.8,9,1.8,-5,"1.0"
"1537","2017-03-28","05:30","Utah Jazz","New Orleans Pelicans",108,100,"27/03/2017","18:00",1.8,9,1.8,-7,"1.0"
"1538","2017-03-28","05:30","Utah Jazz","New Orleans Pelicans",108,100,"27/03/2017","23:40",1.8,9,1.8,-6,"1.0"
"1539","2017-03-29","02:00","Charlotte Hornets","Milwaukee Bucks",108,118,"28/03/2017","07:40",1.8,9,1.8,-3,"2"
"1540","2017-03-29","02:00","Charlotte Hornets","Milwaukee Bucks",108,118,"28/03/2017","18:05",1.8,9,1.8,-4,"2"
"1541","2017-03-29","02:00","Charlotte Hornets","Milwaukee Bucks",108,118,"28/03/2017","19:40",1.8,9,1.8,-5,"2"
"1542","2017-03-29","02:00","Charlotte Hornets","Milwaukee Bucks",108,118,"28/03/2017","20:50",1.8,9,1.8,-6,"2"
"1543","2017-03-29","02:30","Brooklyn Nets","Philadelphia 76ers",101,106,"28/03/2017","07:40",1.8,9,1.8,-3,"2"
"1544","2017-03-29","03:00","Houston Rockets","Golden State Warriors",106,113,"28/03/2017","07:40",1.8,9,1.8,-1,"2"
"1545","2017-03-29","05:30","Los Angeles Lakers","Washington Wizards",108,119,"28/03/2017","07:50",1.8,9,1.8,9,"2"
"1546","2017-03-29","05:30","Los Angeles Lakers","Washington Wizards",108,119,"28/03/2017","18:25",1.8,9,1.8,10,"2"
"1547","2017-03-29","02:00","Indiana Pacers","Minnesota Timberwolves",114,115,"28/03/2017","07:40",1.8,9,1.8,-5,"2"
"1548","2017-03-29","02:00","Indiana Pacers","Minnesota Timberwolves",114,115,"28/03/2017","23:45",1.7,9,1.9,-5,"2"
"1549","2017-03-29","02:00","Indiana Pacers","Minnesota Timberwolves",114,115,"28/03/2017","21:55",1.7,9,1.9,-6,"2"
"1550","2017-03-29","02:00","Indiana Pacers","Minnesota Timberwolves",114,115,"28/03/2017","22:15",1.7,9,1.9,-5,"2"
"1551","2017-03-29","02:30","Atlanta Hawks","Phoenix Suns",95,91,"28/03/2017","07:40",1.8,9,1.8,-8,"2"
"1552","2017-03-29","02:30","Detroit Pistons","Miami Heat",96,97,"28/03/2017","18:30",1.8,9,1.8,3,"1.0"
"1553","2017-03-29","05:00","Portland Trail Blazers","Denver Nuggets",122,113,"28/03/2017","07:50",1.8,9,1.8,-2,"1.0"
"1554","2017-03-29","05:00","Portland Trail Blazers","Denver Nuggets",122,113,"28/03/2017","20:45",1.8,9,1.8,-3,"1.0"
"1555","2017-03-29","05:00","Portland Trail Blazers","Denver Nuggets",122,113,"28/03/2017","22:30",1.8,9,1.8,-2,"1.0"
"1556","2017-03-30","02:00","Orlando Magic","Oklahoma City Thunder",106,114,"29/03/2017","07:45",1.8,9,1.8,6,"2"
"1557","2017-03-30","02:00","Orlando Magic","Oklahoma City Thunder",106,114,"29/03/2017","21:45",1.8,9,1.8,7,"2"
"1558","2017-03-30","02:00","Orlando Magic","Oklahoma City Thunder",106,114,"29/03/2017","22:10",1.8,9,1.8,6,"2"
"1559","2017-03-30","02:00","Orlando Magic","Oklahoma City Thunder",106,114,"29/03/2017","22:35",1.8,9,1.8,7,"2"
"1560","2017-03-30","02:30","Boston Celtics","Milwaukee Bucks",100,103,"29/03/2017","07:45",1.8,9,1.8,-8,"2"
"1561","2017-03-30","02:30","New York Knicks","Miami Heat",88,105,"29/03/2017","07:45",1.8,9,1.8,3,"2"
"1562","2017-03-30","03:00","New Orleans Pelicans","Dallas Mavericks",121,118,"29/03/2017","18:05",1.8,9,1.8,-5,"2"
"1563","2017-03-30","05:30","LA Clippers","Washington Wizards",133,124,"29/03/2017","07:50",1.8,9,1.8,-5,"1.0"
"1564","2017-03-30","05:30","LA Clippers","Washington Wizards",133,124,"29/03/2017","18:05",1.8,9,1.8,-6,"1.0"
"1565","2017-03-30","02:00","Philadelphia 76ers","Atlanta Hawks",92,99,"29/03/2017","07:45",1.8,9,1.8,2,"2"
"1566","2017-03-30","02:00","Philadelphia 76ers","Atlanta Hawks",92,99,"29/03/2017","13:40",1.8,9,1.8,1,"2"
"1567","2017-03-30","02:00","Philadelphia 76ers","Atlanta Hawks",92,99,"29/03/2017","19:30",1.8,9,1.8,2,"2"
"1568","2017-03-30","02:00","Philadelphia 76ers","Atlanta Hawks",92,99,"29/03/2017","23:00",1.8,9,1.8,3,"2"
"1569","2017-03-30","02:30","Toronto Raptors","Charlotte Hornets",106,110,"29/03/2017","07:45",1.8,9,1.8,-7,"2"
"1570","2017-03-30","02:30","Toronto Raptors","Charlotte Hornets",106,110,"29/03/2017","19:25",1.8,9,1.8,-6,"2"
"1571","2017-03-30","03:00","Memphis Grizzlies","Indiana Pacers",110,97,"29/03/2017","18:05",1.8,9,1.8,-5,"1.0"
"1572","2017-03-30","04:30","San Antonio Spurs","Golden State Warriors",98,110,"29/03/2017","07:50",1.8,9,1.8,-4,"2"
"1573","2017-03-30","05:30","Sacramento Kings","Utah Jazz",82,112,"29/03/2017","18:15",1.8,9,1.8,8,"2"
"1574","2017-03-30","05:30","Sacramento Kings","Utah Jazz",82,112,"29/03/2017","21:55",1.8,9,1.8,7,"2"
"1575","2017-03-31","03:00","Minnesota Timberwolves","Los Angeles Lakers",119,104,"30/03/2017","08:00",1.8,9,1.8,-10,"1.0"
"1576","2017-03-31","05:00","Phoenix Suns","LA Clippers",118,124,"30/03/2017","17:50",1.8,9,1.8,11,"1.0"
"1577","2017-03-31","05:00","Phoenix Suns","LA Clippers",118,124,"30/03/2017","18:25",1.8,9,1.8,10,"1.0"
"1578","2017-03-31","02:30","Detroit Pistons","Brooklyn Nets",90,89,"30/03/2017","08:00",1.8,9,1.8,-6,"2"
"1579","2017-03-31","02:30","Detroit Pistons","Brooklyn Nets",90,89,"30/03/2017","21:40",1.8,9,1.8,-7,"2"
"1580","2017-03-31","03:00","Chicago Bulls","Cleveland Cavaliers",99,93,"30/03/2017","17:50",1.8,9,1.8,6,"1.0"
"1581","2017-03-31","03:00","Chicago Bulls","Cleveland Cavaliers",99,93,"30/03/2017","23:50",1.8,9,1.8,7,"1.0"
"1582","2017-03-31","05:30","Portland Trail Blazers","Houston Rockets",117,107,"30/03/2017","08:05",1.8,9,1.8,1,"1.0"
"1583","2017-03-31","05:30","Portland Trail Blazers","Houston Rockets",117,107,"30/03/2017","18:25",1.8,9,1.8,2,"1.0"
"1584","2017-03-31","05:30","Portland Trail Blazers","Houston Rockets",117,107,"30/03/2017","21:20",1.8,9,1.8,1,"1.0"
"1585","2017-03-31","05:30","Portland Trail Blazers","Houston Rockets",117,107,"30/03/2017","22:40",1.8,9,1.8,-1,"1.0"
"1586","2017-04-01","02:00","Toronto Raptors","Indiana Pacers",111,100,"31/03/2017","08:40",1.8,9,1.8,-6,"1.0"
"1587","2017-04-01","02:30","Boston Celtics","Orlando Magic",117,116,"31/03/2017","08:40",1.8,9,1.8,-11,"2"
"1588","2017-04-01","03:00","Oklahoma City Thunder","San Antonio Spurs",95,100,"31/03/2017","08:40",1.8,9,1.8,1,"2"
"1589","2017-04-01","03:00","Oklahoma City Thunder","San Antonio Spurs",95,100,"31/03/2017","21:20",1.8,9,1.8,2,"2"
"1590","2017-04-01","03:00","Milwaukee Bucks","Detroit Pistons",108,105,"31/03/2017","08:40",1.8,9,1.8,-10,"2"
"1591","2017-04-01","03:00","New Orleans Pelicans","Sacramento Kings",117,89,"31/03/2017","08:40",1.8,9,1.8,-11,"1.0"
"1592","2017-04-01","05:30","Golden State Warriors","Houston Rockets",107,98,"31/03/2017","18:00",1.8,9,1.8,9,"1.0"
"1593","2017-04-01","05:30","Golden State Warriors","Houston Rockets",107,98,"31/03/2017","18:10",1.8,9,1.8,-9,"X"
"1594","2017-04-01","02:00","Charlotte Hornets","Denver Nuggets",122,114,"31/03/2017","08:40",1.8,9,1.8,-2,"1.0"
"1595","2017-04-01","02:30","Cleveland Cavaliers","Philadelphia 76ers",122,105,"31/03/2017","18:05",1.8,9,1.8,-10,"1.0"
"1596","2017-04-01","03:00","Miami Heat","New York Knicks",94,98,"31/03/2017","18:05",1.8,9,1.8,-9,"2"
"1597","2017-04-01","03:00","Miami Heat","New York Knicks",94,98,"31/03/2017","18:10",1.8,9,1.8,-10,"2"
"1598","2017-04-01","03:00","Memphis Grizzlies","Dallas Mavericks",99,90,"31/03/2017","08:40",1.8,9,1.8,-4,"1.0"
"1599","2017-04-01","03:00","Memphis Grizzlies","Dallas Mavericks",99,90,"31/03/2017","21:20",1.8,9,1.8,-5,"1.0"
"1600","2017-04-01","04:00","Utah Jazz","Washington Wizards",95,88,"31/03/2017","18:05",1.8,9,1.8,-2,"1.0"
"1601","2017-04-01","22:30","LA Clippers","Los Angeles Lakers",115,104,"01/04/2017","10:25",1.8,9,1.8,-14,"2"
"1602","2017-04-01","22:30","LA Clippers","Los Angeles Lakers",115,104,"01/04/2017","18:05",1.8,9,1.8,-15,"2"
"1603","2017-04-02","20:00","New York Knicks","Boston Celtics",94,110,"02/04/2017","17:55",1.8,9,1.8,7,"2"
"1604","2017-04-02","20:00","New York Knicks","Boston Celtics",94,110,"02/04/2017","18:40",1.8,9,1.8,8,"2"
"1605","2017-04-02","22:30","Los Angeles Lakers","Memphis Grizzlies",108,103,"02/04/2017","17:55",1.8,9,1.8,8,"1.0"
"1606","2017-04-02","22:30","Los Angeles Lakers","Memphis Grizzlies",108,103,"02/04/2017","18:05",1.8,9,1.8,7,"1.0"
"1607","2017-04-02","22:30","San Antonio Spurs","Utah Jazz",109,103,"02/04/2017","18:00",1.8,9,1.8,-5,"1.0"
"1608","2017-04-02","22:30","San Antonio Spurs","Utah Jazz",109,103,"02/04/2017","21:35",1.8,9,1.8,-6,"X"
"1609","2017-04-02","22:00","Oklahoma City Thunder","Charlotte Hornets",101,113,"02/04/2017","08:10",1.8,9,1.8,-5,"2"
"1610","2017-04-02","22:30","Milwaukee Bucks","Dallas Mavericks",105,109,"02/04/2017","08:10",1.8,9,1.8,-6,"2"
"1611","2017-04-02","00:00","Chicago Bulls","Atlanta Hawks",106,104,"01/04/2017","10:25",1.8,9,1.8,-5,"2"
"1612","2017-04-02","03:00","Minnesota Timberwolves","Sacramento Kings",117,123,"01/04/2017","10:25",1.8,9,1.8,-12,"2"
"1613","2017-04-02","03:00","Minnesota Timberwolves","Sacramento Kings",117,123,"01/04/2017","22:45",1.8,9,1.8,-11,"2"
"1614","2017-04-02","01:00","Brooklyn Nets","Orlando Magic",121,111,"01/04/2017","10:25",1.8,9,1.8,-3,"1.0"
"1615","2017-04-02","05:00","Portland Trail Blazers","Phoenix Suns",130,117,"01/04/2017","10:25",1.8,9,1.8,-12,"1.0"
"1616","2017-04-02","05:00","Portland Trail Blazers","Phoenix Suns",130,117,"01/04/2017","22:00",1.8,9,1.8,-11,"1.0"
"1617","2017-04-03","01:00","Toronto Raptors","Philadelphia 76ers",113,105,"02/04/2017","08:25",1.8,9,1.8,-11,"2"
"1618","2017-04-03","01:00","New Orleans Pelicans","Chicago Bulls",110,117,"02/04/2017","08:20",1.8,9,1.8,-6,"2"
"1619","2017-04-03","01:00","New Orleans Pelicans","Chicago Bulls",110,117,"02/04/2017","18:30",1.8,9,1.8,-7,"2"
"1620","2017-04-03","01:00","New Orleans Pelicans","Chicago Bulls",110,117,"02/04/2017","20:15",1.8,9,1.8,-8,"2"
"1621","2017-04-03","03:00","Golden State Warriors","Washington Wizards",139,115,"02/04/2017","08:25",1.8,9,1.8,-10,"1.0"
"1622","2017-04-03","01:00","Brooklyn Nets","Atlanta Hawks",91,82,"02/04/2017","18:00",1.8,9,1.8,2,"1.0"
"1623","2017-04-03","01:00","Brooklyn Nets","Atlanta Hawks",91,82,"02/04/2017","22:20",1.8,9,1.8,3,"1.0"
"1624","2017-04-03","01:00","Miami Heat","Denver Nuggets",113,116,"02/04/2017","08:20",1.8,9,1.8,-4,"2"
"1625","2017-04-03","01:00","Miami Heat","Denver Nuggets",113,116,"02/04/2017","23:50",1.8,9,1.8,-3,"2"
"1626","2017-04-03","01:00","Cleveland Cavaliers","Indiana Pacers",135,130,"02/04/2017","08:20",1.8,9,1.8,-9,"2"
"1627","2017-04-03","04:00","Phoenix Suns","Houston Rockets",116,123,"02/04/2017","08:25",1.8,9,1.8,11,"1.0"
"1628","2017-04-03","04:00","Phoenix Suns","Houston Rockets",116,123,"02/04/2017","21:25",1.8,9,1.8,7,"X"
"1629","2017-04-04","02:00","Minnesota Timberwolves","Portland Trail Blazers",110,109,"03/04/2017","07:05",1.8,9,1.8,-1,"X"
"1630","2017-04-04","02:00","Minnesota Timberwolves","Portland Trail Blazers",110,109,"03/04/2017","23:05",1.8,9,1.8,1,"1.0"
"1631","2017-04-05","02:00","Indiana Pacers","Toronto Raptors",108,90,"04/04/2017","07:05",1.8,9,1.8,-2,"1.0"
"1632","2017-04-05","02:00","Indiana Pacers","Toronto Raptors",108,90,"05/04/2017","00:00",1.7,9,1.9,-2,"1.0"
"1633","2017-04-05","02:00","Indiana Pacers","Toronto Raptors",108,90,"04/04/2017","18:30",1.7,9,1.9,-3,"1.0"
"1634","2017-04-05","02:00","Indiana Pacers","Toronto Raptors",108,90,"04/04/2017","18:40",1.7,9,1.9,-4,"1.0"
"1635","2017-04-05","02:00","Philadelphia 76ers","Brooklyn Nets",118,141,"04/04/2017","07:05",1.8,9,1.8,-1,"2"
"1636","2017-04-05","03:00","Oklahoma City Thunder","Milwaukee Bucks",110,79,"04/04/2017","07:05",1.8,9,1.8,-5,"1.0"
"1637","2017-04-05","03:00","New York Knicks","Chicago Bulls",100,91,"04/04/2017","07:05",1.8,9,1.8,3,"1.0"
"1638","2017-04-05","03:00","New York Knicks","Chicago Bulls",100,91,"04/04/2017","10:45",1.8,9,1.8,4,"1.0"
"1639","2017-04-05","04:00","Utah Jazz","Portland Trail Blazers",106,87,"04/04/2017","18:20",1.8,9,1.8,-6,"1.0"
"1640","2017-04-05","05:30","Sacramento Kings","Dallas Mavericks",98,87,"04/04/2017","19:50",1.8,9,1.8,-2,"1.0"
"1641","2017-04-05","02:00","Washington Wizards","Charlotte Hornets",118,111,"04/04/2017","07:05",1.8,9,1.8,-4,"1.0"
"1642","2017-04-05","02:00","Cleveland Cavaliers","Orlando Magic",122,102,"04/04/2017","07:05",1.8,9,1.8,-9,"1.0"
"1643","2017-04-05","02:00","Cleveland Cavaliers","Orlando Magic",122,102,"04/04/2017","18:10",1.8,9,1.8,-10,"1.0"
"1644","2017-04-05","03:00","New Orleans Pelicans","Denver Nuggets",131,134,"04/04/2017","18:20",1.8,9,1.8,-2,"2"
"1645","2017-04-05","03:30","San Antonio Spurs","Memphis Grizzlies",95,89,"04/04/2017","18:20",1.8,9,1.8,-9,"2"
"1646","2017-04-05","03:30","San Antonio Spurs","Memphis Grizzlies",95,89,"04/04/2017","19:55",1.8,9,1.8,-10,"2"
"1647","2017-04-05","05:30","Golden State Warriors","Minnesota Timberwolves",121,107,"04/04/2017","07:05",1.8,9,1.8,-13,"1.0"
"1648","2017-04-05","05:30","Golden State Warriors","Minnesota Timberwolves",121,107,"04/04/2017","18:10",1.8,9,1.8,-14,"X"
"1649","2017-04-05","05:30","Golden State Warriors","Minnesota Timberwolves",121,107,"04/04/2017","18:45",1.8,9,1.8,-15,"2"
"1650","2017-04-06","02:00","Charlotte Hornets","Miami Heat",99,112,"05/04/2017","08:05",1.8,9,1.8,-2,"2"
"1651","2017-04-06","02:00","Charlotte Hornets","Miami Heat",99,112,"05/04/2017","23:15",1.8,9,1.8,-3,"2"
"1652","2017-04-06","03:00","Boston Celtics","Cleveland Cavaliers",91,114,"05/04/2017","18:15",1.8,9,1.8,-3,"2"
"1653","2017-04-06","03:00","Boston Celtics","Cleveland Cavaliers",91,114,"05/04/2017","22:25",1.8,9,1.8,-2,"2"
"1654","2017-04-06","03:00","Boston Celtics","Cleveland Cavaliers",91,114,"06/04/2017","00:05",1.8,9,1.8,-3,"2"
"1655","2017-04-06","03:00","Memphis Grizzlies","Oklahoma City Thunder",100,103,"05/04/2017","18:15",1.8,9,1.8,-1,"2"
"1656","2017-04-06","05:00","Phoenix Suns","Golden State Warriors",111,120,"05/04/2017","18:20",1.8,9,1.8,9,"X"
"1657","2017-04-06","05:00","Phoenix Suns","Golden State Warriors",111,120,"05/04/2017","19:15",1.8,9,1.8,10,"1.0"
"1658","2017-04-06","02:30","Detroit Pistons","Toronto Raptors",102,105,"05/04/2017","08:05",1.8,9,1.8,-1,"2"
"1659","2017-04-06","02:30","Detroit Pistons","Toronto Raptors",102,105,"05/04/2017","20:35",1.8,9,1.8,1,"2"
"1660","2017-04-06","02:30","Detroit Pistons","Toronto Raptors",102,105,"05/04/2017","23:20",1.8,9,1.8,2,"2"
"1661","2017-04-06","02:30","Detroit Pistons","Toronto Raptors",102,105,"05/04/2017","23:55",1.8,9,1.8,1,"2"
"1662","2017-04-06","03:00","Houston Rockets","Denver Nuggets",110,104,"05/04/2017","18:15",1.8,9,1.8,-9,"2"
"1663","2017-04-06","03:00","Houston Rockets","Denver Nuggets",110,104,"05/04/2017","21:45",1.8,9,1.8,-8,"2"
"1664","2017-04-06","03:00","Houston Rockets","Denver Nuggets",110,104,"05/04/2017","23:15",1.8,9,1.8,-7,"2"
"1665","2017-04-06","03:30","San Antonio Spurs","Los Angeles Lakers",95,102,"05/04/2017","18:15",1.8,9,1.8,-11,"2"
"1666","2017-04-06","05:30","LA Clippers","Dallas Mavericks",112,101,"05/04/2017","18:20",1.8,9,1.8,-12,"2"
"1667","2017-04-07","02:00","Orlando Magic","Brooklyn Nets",115,107,"06/04/2017","08:35",1.8,9,1.8,-2,"1.0"
"1668","2017-04-07","02:00","Orlando Magic","Brooklyn Nets",115,107,"06/04/2017","23:40",1.8,9,1.8,-3,"1.0"
"1669","2017-04-07","02:00","Philadelphia 76ers","Chicago Bulls",90,102,"06/04/2017","08:35",1.8,9,1.8,6,"2"
"1670","2017-04-07","03:00","Atlanta Hawks","Boston Celtics",123,116,"06/04/2017","11:10",1.8,9,1.8,1,"1.0"
"1671","2017-04-07","03:00","Atlanta Hawks","Boston Celtics",123,116,"06/04/2017","18:10",1.8,9,1.8,2,"1.0"
"1672","2017-04-07","03:00","Atlanta Hawks","Boston Celtics",123,116,"06/04/2017","21:05",1.8,9,1.8,1,"1.0"
"1673","2017-04-07","03:00","Atlanta Hawks","Boston Celtics",123,116,"06/04/2017","22:55",1.8,9,1.8,-1,"1.0"
"1674","2017-04-07","02:00","Indiana Pacers","Milwaukee Bucks",104,89,"06/04/2017","08:25",1.8,9,1.8,-4,"1.0"
"1675","2017-04-07","02:00","Indiana Pacers","Milwaukee Bucks",104,89,"06/04/2017","18:10",1.8,9,1.8,-5,"1.0"
"1676","2017-04-07","02:30","New York Knicks","Washington Wizards",103,106,"06/04/2017","18:10",1.8,9,1.8,6,"1.0"
"1677","2017-04-07","05:30","Portland Trail Blazers","Minnesota Timberwolves",105,98,"06/04/2017","08:35",1.8,9,1.8,-6,"1.0"
"1678","2017-04-07","05:30","Portland Trail Blazers","Minnesota Timberwolves",105,98,"06/04/2017","23:45",1.8,9,1.8,-7,"X"
"1679","2017-04-07","05:30","Portland Trail Blazers","Minnesota Timberwolves",105,98,"06/04/2017","23:55",1.8,9,1.8,-8,"2"
"1680","2017-04-08","02:30","Toronto Raptors","Miami Heat",96,94,"07/04/2017","07:50",1.8,9,1.8,-5,"2"
"1681","2017-04-08","03:00","Houston Rockets","Detroit Pistons",109,114,"07/04/2017","18:05",1.8,9,1.8,-12,"2"
"1682","2017-04-08","03:30","Dallas Mavericks","San Antonio Spurs",89,102,"07/04/2017","18:35",1.8,9,1.8,-5,"2"
"1683","2017-04-08","04:00","Utah Jazz","Minnesota Timberwolves",120,113,"07/04/2017","17:50",1.8,9,1.8,-9,"2"
"1684","2017-04-08","04:00","Utah Jazz","Minnesota Timberwolves",120,113,"07/04/2017","19:45",1.8,9,1.8,-10,"2"
"1685","2017-04-08","05:30","Los Angeles Lakers","Sacramento Kings",98,94,"07/04/2017","18:15",1.8,9,1.8,-2,"1.0"
"1686","2017-04-08","02:30","Cleveland Cavaliers","Atlanta Hawks",100,114,"07/04/2017","07:50",1.8,9,1.8,-10,"2"
